id,season,city,date,team1,team2,toss_winner,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match
11326,2019,Kolkata,19-04-2019,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,normal,0,Royal Challengers Bangalore,10,0,V Kohli
11327,2019,Jaipur,20-04-2019,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,normal,0,Rajasthan Royals,0,5,SPD Smith
11328,2019,Delhi,20-04-2019,Kings XI Punjab,Delhi Capitals,Delhi Capitals,normal,0,Delhi Capitals,0,5,SS Iyer
11329,2019,Hyderabad,21-04-2019,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,normal,0,Sunrisers Hyderabad,0,9,K Ahmed
11330,2019,Bengaluru,21-04-2019,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,normal,0,Royal Challengers Bangalore,1,0,PA Patel
11331,2019,Jaipur,22-04-2019,Rajasthan Royals,Delhi Capitals,Delhi Capitals,normal,0,Delhi Capitals,0,6,RR Pant
11332,2019,Chennai,23-04-2019,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,normal,0,Chennai Super Kings,0,6,SR Watson
11333,2019,Bengaluru,24-04-2019,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,normal,0,Royal Challengers Bangalore,17,0,AB de Villiers
11334,2019,Kolkata,25-04-2019,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,normal,0,Rajasthan Royals,0,3,VR Aaron
11335,2019,Chennai,26-04-2019,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,normal,0,Mumbai Indians,46,0,RG Sharma
11336,2019,Jaipur,27-04-2019,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,normal,0,Rajasthan Royals,0,7,JD Unadkat
11337,2019,Delhi,28-04-2019,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,normal,0,Delhi Capitals,16,0,S Dhawan
11338,2019,Kolkata,28-04-2019,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,normal,0,Kolkata Knight Riders,34,0,AD Russell
11339,2019,Hyderabad,29-04-2019,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,normal,0,Sunrisers Hyderabad,45,0,DA Warner
11340,2019,Bengaluru,30-04-2019,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,no result,0,,0,0,
11341,2019,Chennai,01-05-2019,Chennai Super Kings,Delhi Capitals,Delhi Capitals,normal,0,Chennai Super Kings,80,0,MS Dhoni
11342,2019,Mumbai,02-05-2019,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,tie,0,Mumbai Indians,0,0,JJ Bumrah
11343,2019,Mohali,03-05-2019,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,normal,0,Kolkata Knight Riders,0,7,S Gill
11344,2019,Delhi,04-05-2019,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,normal,0,Delhi Capitals,0,5,A Mishra
11345,2019,Bengaluru,04-05-2019,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,normal,0,Royal Challengers Bangalore,0,4,S Hetmyer
11346,2019,Mohali,05-05-2019,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,normal,0,Kings XI Punjab,0,6,KL Rahul
11347,2019,Mumbai,05-05-2019,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,normal,0,Mumbai Indians,0,9,HH Pandya
11412,2019,Chennai,07-05-2019,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,normal,0,Mumbai Indians,0,6,AS Yadav
11413,2019,Visakhapatnam,08-05-2019,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,normal,0,Delhi Capitals,0,2,RR Pant
11414,2019,Visakhapatnam,10-05-2019,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,normal,0,Chennai Super Kings,0,6,F du Plessis
11415,2019,Hyderabad,12-05-2019,Mumbai Indians,Chennai Super Kings,Mumbai Indians,normal,0,Mumbai Indians,1,0,JJ Bumrah
